0.5	0.05	3	0	0	0	0	0	0	0.020408163	0.01	0	0	0	0	0
0.5	0.05	4	0	0	0	0	0	0.255102041	0.489795918	0	0	0	0	0	0
0.5	0.05	5	0	0	0	0	0	0	0	0.91	1	1	1	1	0.96
0.5	0.05	6	0	0	0	0.010309278	0.076923077	0.193877551	0.010204082	0	0	0	0	0	0
0.5	0.05	8	0	0	0	0	0	0.06122449	0.479591837	0.08	0	0	0	0	0
0.5	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04
1	0.001	1	1	1	1	0.979591837	0.959183673	0.94	0.82	0.64	0.44	0.64	0.651162791	0.653061224	0.714285714
1	0.001	2	0	0	0	0.020408163	0.040816327	0.06	0.08	0.22	0.38	0.02	0	0	0
1	0.001	3	0	0	0	0	0	0	0	0	0	0	0	0	0.020408163
1	0.001	4	0	0	0	0	0	0	0	0	0	0.2	0.279069767	0.306122449	0.204081633
1	0.001	5	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.001	6	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.001	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.001	0	0	0	0	0	0	0	0.1	0.14	0.18	0.14	0.069767442	0.040816327	0.06122449
1	0.01	1	1	1	0.94	0.7	0.46	0.56	0.46	0.673469388	0.7	0.489795918	0.458333333	0.12	0.18
1	0.01	2	0	0	0.06	0.3	0.54	0	0	0	0	0	0	0	0
1	0.01	3	0	0	0	0	0	0.38	0.1	0	0	0	0	0	0
1	0.01	4	0	0	0	0	0	0.06	0.44	0.326530612	0.28	0.408163265	0.479166667	0.5	0
1	0.01	5	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.01	6	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.01	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.01	0	0	0	0	0	0	0	0	0	0.02	0.102040816	0.0625	0.38	0.82
1	0.02	1	1	1	0.95	0.76	0.57	0.42	0.18	0.18	0.131313131	0.222222222	0.257731959	0.153061224	0.11
1	0.02	2	0	0	0.05	0.24	0.43	0	0	0	0	0	0	0	0
1	0.02	3	0	0	0	0	0	0.58	0.07	0	0.01010101	0	0.010309278	0	0
1	0.02	4	0	0	0	0	0	0	0.75	0.82	0.848484848	0.727272727	0.567010309	0.540816327	0.2
1	0.02	5	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.02	6	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.02	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.02	0	0	0	0	0	0	0	0	0	0.01010101	0.050505051	0.164948454	0.306122449	0.69
1	0.05	1	1	1	0.94	0.767676768	0.47	0.391304348	0.05	0.03030303	0.04	0.065217391	0.073170732	0.197802198	0.152941176
1	0.05	2	0	0	0.06	0.232323232	0.53	0	0	0	0	0	0	0	0
1	0.05	3	0	0	0	0	0	0.608695652	0.48	0.101010101	0.1	0	0	0	0
1	0.05	4	0	0	0	0	0	0	0.47	0.868686869	0.86	0.913043478	0.914634146	0.769230769	0.458823529
1	0.05	5	0	0	0	0	0	0	0	0	0	0	0	0.010989011	0.129411765
1	0.05	6	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	0	0	0	0	0	0	0	0	0	0	0.02173913	0.012195122	0.021978022	0.258823529
